Date;Date_num;Qnt;Dinamic;Week_day;Week;Month; Temp ; Pressure ; Humidity ;Wind;Marketing
24.07.2020;44036;2239;0,15;5;30;7;20,7;737,3;53;1,29;0
25.07.2020;44037;2907;0,3;6;30;7;22,5;738,3;43,8;2;0
26.07.2020;44038;0;-1;7;31;7;26,3;736,8;36,6;3,63;0
27.07.2020;44039;2317;0;1;31;7;25,6;736,4;29,3;3,75;0
28.07.2020;44040;2172;-0,06;2;31;7;25,9;734,6;40,4;4,38;0
29.07.2020;44041;2401;0,11;3;31;7;24,9;738;53,3;2,25;0
30.07.2020;44042;1997;-0,17;4;31;7;26,4;738,9;38,6;1,63;0
31.07.2020;44043;2292;0,15;5;31;7;24,1;735,3;61,1;1,63;0
01.08.2020;44044;2546;0,11;6;31;8;19,6;731;71,1;1,13;0
02.08.2020;44045;0;-1;7;32;8;19;733,4;59,1;1;0
03.08.2020;44046;2145;0;1;32;8;19,5;737,6;60,5;0,75;0
04.08.2020;44047;2022;-0,06;2;32;8;22,3;738,5;48,8;1,25;0
05.08.2020;44048;1835;-0,09;3;32;8;22,6;738;44,9;1,57;0
06.08.2020;44049;1704;-0,07;4;32;8;26,1;738,9;45,7;1,71;0
07.08.2020;44050;2049;0,2;5;32;8;28,4;739,6;42,5;1,63;0
08.08.2020;44051;2655;0,3;6;32;8;25,6;737,4;43,6;2,13;0
09.08.2020;44052;0;-1;7;33;8;23,4;736;39,5;2,5;0
10.08.2020;44053;2231;0;1;33;8;23,8;735,6;43,4;1,25;0
11.08.2020;44054;2109;-0,05;2;33;8;22,4;735,8;55,5;0,5;0
12.08.2020;44055;2130;0,01;3;33;8;22,5;734,4;55,4;1;0
13.08.2020;44056;1780;-0,16;4;33;8;19,3;736;48;2,25;0
14.08.2020;44057;2152;0,21;5;33;8;16,9;736,6;55,8;0,88;0
15.08.2020;44058;2636;0,22;6;33;8;17,4;738;51,5;1,5;0
16.08.2020;44059;2284;-0,13;7;34;8;18,4;738,5;47,5;0,75;0
17.08.2020;44060;2179;-0,05;1;34;8;21,6;737,6;45,9;1;0
18.08.2020;44061;2083;-0,04;2;34;8;24,5;735,1;44;0,75;0
19.08.2020;44062;1985;-0,05;3;34;8;26;734,6;42,1;1;0
20.08.2020;44063;1898;-0,04;4;34;8;26,6;732,3;36,5;1,5;0
21.08.2020;44064;2000;0,05;5;34;8;24,6;735;42,1;1,88;0
22.08.2020;44065;3019;0,51;6;34;8;20,6;736,4;55,1;1,88;0
23.08.2020;44066;0;-1;7;35;8;20,1;737,6;42,4;2;0
24.08.2020;44067;2831;0;1;35;8;22;738,1;38,4;1,25;0
25.08.2020;44068;2490;-0,12;2;35;8;22,5;737,5;36,8;1,38;0
26.08.2020;44069;2646;0,06;3;35;8;23;733,9;40,6;1,5;0
27.08.2020;44070;2204;-0,17;4;35;8;23;733,5;50,4;0,63;0
28.08.2020;44071;2060;-0,07;5;35;8;21,6;733,9;52;2,13;0
29.08.2020;44072;2736;0,33;6;35;8;21,3;738,9;47,9;0,88;0
30.08.2020;44073;0;-1;7;36;8;23,4;740,6;44,9;0,75;0
31.08.2020;44074;2085;0;1;36;8;24,3;738,9;41,8;1,88;0
01.09.2020;44075;2027;-0,03;2;36;9;25,1;736;37,9;2,5;0
02.09.2020;44076;2058;0,02;3;36;9;24,3;736,6;39,7;2,57;0
03.09.2020;44077;1563;-0,24;4;36;9;26,9;739,8;33;3,38;0
04.09.2020;44078;2143;0,37;5;36;9;25,1;738,8;29,9;4,63;0
05.09.2020;44079;2901;0,35;6;36;9;23,3;735,8;32,9;4,5;0
06.09.2020;44080;0;-1;7;37;9;19,7;735,7;60,7;3,57;0
07.09.2020;44081;2335;0;1;37;9;22,1;738,6;40,4;1,5;0
08.09.2020;44082;2435;0,04;2;37;9;23;739,5;32,3;1;0
09.09.2020;44083;2454;0,01;3;37;9;17,5;741,1;53,8;2;0
10.09.2020;44084;1830;-0,25;4;37;9;19,9;739,6;48,3;1,63;0
11.09.2020;44085;2048;0,12;5;37;9;22,4;737,5;49,1;1,75;0
12.09.2020;44086;3048;0,49;6;37;9;19,5;742,3;30,4;2,63;0
13.09.2020;44087;0;-1;7;38;9;19;743,6;32,1;2;0
14.09.2020;44088;2461;0;1;38;9;20,8;742;36,9;1,25;0
15.09.2020;44089;2185;-0,11;2;38;9;19,3;743,1;47,8;1;0
16.09.2020;44090;2168;-0,01;3;38;9;19,3;743;56,6;1,13;0
17.09.2020;44091;1915;-0,12;4;38;9;18,4;741,1;43;1,38;0
18.09.2020;44092;2135;0,11;5;38;9;15,9;735,5;43,5;1,88;0
19.09.2020;44093;3097;0,45;6;38;9;11,6;738,9;59;1,88;0
20.09.2020;44094;0;-1;7;39;9;14,4;740,3;45,5;1,25;0
21.09.2020;44095;2685;0;1;39;9;13,3;743,1;45;0,63;0
22.09.2020;44096;2362;-0,12;2;39;9;15,1;743;36,6;0,63;0
23.09.2020;44097;2186;-0,07;3;39;9;16,8;740,8;35,1;1,13;0
24.09.2020;44098;1701;-0,22;4;39;9;19,4;738,3;42,3;2,14;0
25.09.2020;44099;2298;0,35;5;39;9;18,8;737,3;49,1;2,25;0
26.09.2020;44100;3082;0,34;6;39;9;19,5;735,1;38,5;3,25;0
27.09.2020;44101;0;-1;7;40;9;19;737,6;53,9;4,75;0
28.09.2020;44102;2617;0;1;40;9;16,9;741,6;65;3,13;0
29.09.2020;44103;2322;-0,11;2;40;9;16,4;739,4;53,3;3,75;0
30.09.2020;44104;2225;-0,04;3;40;9;15,3;734;64,9;5,25;0
01.10.2020;44105;1729;-0,22;4;40;10;15,1;736;65,9;4,14;0
02.10.2020;44106;2214;0,28;5;40;10;15,1;738,6;68,8;2,63;0
03.10.2020;44107;3120;0,41;6;40;10;15,6;742,5;65,6;1,5;0
04.10.2020;44108;0;-1;7;41;10;15;743,6;53,5;2,5;0
05.10.2020;44109;2609;0;1;41;10;15,1;745,6;31,5;3,13;0
06.10.2020;44110;2255;-0,14;2;41;10;14,9;745,4;34,1;3,75;0
07.10.2020;44111;2259;0;3;41;10;15,6;742,9;45,6;4,13;0
08.10.2020;44112;2041;-0,1;4;41;10;14,9;742,9;46,4;4,13;0
09.10.2020;44113;2259;0,11;5;41;10;15,5;742,6;48,8;4,63;0
10.10.2020;44114;3231;0,43;6;41;10;15,1;740,6;58,5;3,25;0
11.10.2020;44115;0;-1;7;42;10;14,8;738,9;71,9;2,5;0
12.10.2020;44116;2497;0;1;42;10;16,8;739,8;78,6;1,25;0
13.10.2020;44117;2321;-0,07;2;42;10;16,8;738,5;68,3;1,75;0
14.10.2020;44118;2179;-0,06;3;42;10;17,1;736,9;68;0,5;0
15.10.2020;44119;2087;-0,04;4;42;10;16;740,6;74;0,5;0
16.10.2020;44120;2323;0,11;5;42;10;15,2;740;79,4;1,2;0
